filename	maf	phenotype_name	phenotype_code	p-1e-04	p-1e-05	p-1e-06	p-1e-07	p-1e-08
22617_9223	maf_0.01	Job SOC coding: Kitchen and catering assistants	22617_9223	170	20	9	1	0
22617_9224	maf_0.01	Job SOC coding: Waiters, waitresses	22617_9224	190	26	4	0	0
22617_9225	maf_0.01	Job SOC coding: Bar staff	22617_9225	167	21	5	2	0
22617_9226	maf_0.01	Job SOC coding: Leisure and theme park attendants	22617_9226	92	14	1	0	0
22617_9229	maf_0.01	Job SOC coding: Elementary personal services occupations n.e.c.	22617_9229	85	12	2	1	0
22617_9233	maf_0.01	Job SOC coding: Cleaners, domestics	22617_9233	168	31	6	0	0
22617_9241	maf_0.01	Job SOC coding: Security guards and related occupations	22617_9241	139	23	3	0	0
22617_9244	maf_0.01	Job SOC coding: School mid-day assistants	22617_9244	113	13	4	0	0
22617_9249	maf_0.01	Job SOC coding: Elementary security occupations n.e.c.	22617_9249	117	18	4	0	0
22617_9251	maf_0.01	Job SOC coding: Shelf fillers	22617_9251	171	25	4	1	0
22617_9259	maf_0.01	Job SOC coding: Elementary sales occupations n.e.c.	22617_9259	120	24	2	1	0
22618_0	maf_0.01	Breathing problems improved/stopped away from workplace or on holiday: No	22618_0	212	27	7	2	2
22618_1	maf_0.01	Breathing problems improved/stopped away from workplace or on holiday: Yes	22618_1	209	31	2	1	0
22619_0	maf_0.01	Breathing problems responsible for leaving job: No	22619_0	239	36	8	1	1
22619_1	maf_0.01	Breathing problems responsible for leaving job: Yes	22619_1	138	22	4	2	0
22620_0	maf_0.01	Job involved shift work: No	22620_0	210	25	1	0	0
22620_1	maf_0.01	Job involved shift work: Yes	22620_1	233	37	6	1	0
22630_0	maf_0.01	Day shifts worked: Shift pattern was worked for some (but not all) of job	22630_0	222	37	9	1	0
22630_1	maf_0.01	Day shifts worked: Shift pattern was worked for whole of job	22630_1	193	27	2	1	0
22630_9	maf_0.01	Day shifts worked: This type of shift pattern was not worked during job	22630_9	171	21	2	0	0
22640_0	maf_0.01	Mixture of day and night shifts worked: Shift pattern was worked for some (but not all) of job	22640_0	177	22	3	0	0
22640_1	maf_0.01	Mixture of day and night shifts worked: Shift pattern was worked for whole of job	22640_1	202	27	4	1	0
22640_9	maf_0.01	Mixture of day and night shifts worked: This type of shift pattern was not worked during job	22640_9	198	18	1	0	0
22641_irnt	maf_0.01	Period spent working mix of day and night shifts	22641_irnt	160	22	2	1	0
22641_raw	maf_0.01	Period spent working mix of day and night shifts	22641_raw	195	25	4	0	0
22642	maf_0.01	Usual length of each night shift during mixed shift periods	22642	197	31	2	0	0
22643_irnt	maf_0.01	Number of night shifts worked monthly during mixed shift periods	22643_irnt	192	21	2	0	0
22643_raw	maf_0.01	Number of night shifts worked monthly during mixed shift periods	22643_raw	195	21	4	0	0
22644_irnt	maf_0.01	Consecutive night shifts during mixed shift periods	22644_irnt	223	24	0	0	0
22644_raw	maf_0.01	Consecutive night shifts during mixed shift periods	22644_raw	241	39	6	1	0
22645	maf_0.01	Rest days during mixed shift periods	22645	218	32	7	2	1
22650_0	maf_0.01	Night shifts worked: Shift pattern was worked for some (but not all) of job	22650_0	217	34	10	1	0
22650_1	maf_0.01	Night shifts worked: Shift pattern was worked for whole of job	22650_1	236	35	6	0	0
22650_9	maf_0.01	Night shifts worked: This type of shift pattern was not worked during job	22650_9	252	43	11	3	0
22660_101	maf_0.01	Gap coding: Paid work for less than 15 hours per week on average or lasting less than 6 months	22660_101	208	22	2	0	0
22660_102	maf_0.01	Gap coding: Unpaid or voluntary work	22660_102	216	28	2	0	0
22660_103	maf_0.01	Gap coding: Full-time or part-time education	22660_103	207	25	3	0	0
22660_105	maf_0.01	Gap coding: Looking after the home and/or family	22660_105	190	29	5	1	0
22660_106	maf_0.01	Gap coding: Unable to work due to sickness or disability	22660_106	222	38	5	2	1
22660_107	maf_0.01	Gap coding: Unemployed	22660_107	219	27	4	2	0
22660_108	maf_0.01	Gap coding: Retired	22660_108	191	22	4	1	1
2267	maf_0.01	Use of sun/uv protection	2267	557	188	85	47	24
22702_irnt	maf_0.01	Home location - east co-ordinate (rounded)	22702_irnt	836	223	47	13	4
22702_raw	maf_0.01	Home location - east co-ordinate (rounded)	22702_raw	691	179	36	5	2
22704_irnt	maf_0.01	Home location - north co-ordinate (rounded)	22704_irnt	891	261	69	19	5
22704_raw	maf_0.01	Home location - north co-ordinate (rounded)	22704_raw	1003	347	89	26	9
2277	maf_0.01	Frequency of solarium/sunlamp use	2277	339	58	12	3	0
2296	maf_0.01	Falls in the last year	2296	353	79	24	3	0
2306	maf_0.01	Weight change compared with 1 year ago	2306	233	30	5	3	1
23098_irnt	maf_0.01	Weight	23098_irnt	1339	1006	755	559	424
23098_raw	maf_0.01	Weight	23098_raw	1324	1000	744	536	408
23099_irnt	maf_0.01	Body fat percentage	23099_irnt	1318	948	665	461	324
23099_raw	maf_0.01	Body fat percentage	23099_raw	1322	943	669	463	326
23100_irnt	maf_0.01	Whole body fat mass	23100_irnt	1310	950	680	476	350
23100_raw	maf_0.01	Whole body fat mass	23100_raw	1303	943	655	465	342
23101_irnt	maf_0.01	Whole body fat-free mass	23101_irnt	1342	1040	794	635	521
23101_raw	maf_0.01	Whole body fat-free mass	23101_raw	1333	1023	803	621	512
23102_irnt	maf_0.01	Whole body water mass	23102_irnt	1341	1037	798	640	515
23102_raw	maf_0.01	Whole body water mass	23102_raw	1336	1031	804	627	506
23104_irnt	maf_0.01	Body mass index (BMI)	23104_irnt	1339	980	693	501	377
23104_raw	maf_0.01	Body mass index (BMI)	23104_raw	1316	954	671	497	370
23105_irnt	maf_0.01	Basal metabolic rate	23105_irnt	1355	1044	804	632	520
23105_raw	maf_0.01	Basal metabolic rate	23105_raw	1344	1017	781	621	493
23106_irnt	maf_0.01	Impedance of whole body	23106_irnt	1330	997	714	554	427
23106_raw	maf_0.01	Impedance of whole body	23106_raw	1306	992	710	546	417
23107_irnt	maf_0.01	Impedance of leg (right)	23107_irnt	1298	960	688	515	386
23107_raw	maf_0.01	Impedance of leg (right)	23107_raw	1290	948	682	502	383
23108_irnt	maf_0.01	Impedance of leg (left)	23108_irnt	1281	940	676	509	390
23108_raw	maf_0.01	Impedance of leg (left)	23108_raw	1271	922	664	509	383
23109_irnt	maf_0.01	Impedance of arm (right)	23109_irnt	1313	918	658	492	373
23109_raw	maf_0.01	Impedance of arm (right)	23109_raw	1274	876	621	455	345
23110_irnt	maf_0.01	Impedance of arm (left)	23110_irnt	1295	921	668	496	385
23110_raw	maf_0.01	Impedance of arm (left)	23110_raw	1271	917	634	482	376
23111_irnt	maf_0.01	Leg fat percentage (right)	23111_irnt	1307	921	628	429	316
23111_raw	maf_0.01	Leg fat percentage (right)	23111_raw	1342	962	646	456	336
23112_irnt	maf_0.01	Leg fat mass (right)	23112_irnt	1310	925	655	475	337
23112_raw	maf_0.01	Leg fat mass (right)	23112_raw	1272	872	589	413	300
23113_irnt	maf_0.01	Leg fat-free mass (right)	23113_irnt	1334	1019	756	593	478
23113_raw	maf_0.01	Leg fat-free mass (right)	23113_raw	1317	993	740	562	452
23114_irnt	maf_0.01	Leg predicted mass (right)	23114_irnt	1327	1014	757	591	479
23114_raw	maf_0.01	Leg predicted mass (right)	23114_raw	1315	990	738	563	451
23115_irnt	maf_0.01	Leg fat percentage (left)	23115_irnt	1314	922	639	442	314
23115_raw	maf_0.01	Leg fat percentage (left)	23115_raw	1338	965	660	463	343
23116_irnt	maf_0.01	Leg fat mass (left)	23116_irnt	1317	923	666	492	346
23116_raw	maf_0.01	Leg fat mass (left)	23116_raw	1270	868	600	428	311
23117_irnt	maf_0.01	Leg fat-free mass (left)	23117_irnt	1328	1024	783	596	473
23117_raw	maf_0.01	Leg fat-free mass (left)	23117_raw	1314	990	744	562	438
23118_irnt	maf_0.01	Leg predicted mass (left)	23118_irnt	1332	1018	778	593	471
23118_raw	maf_0.01	Leg predicted mass (left)	23118_raw	1311	993	738	567	439
23119_irnt	maf_0.01	Arm fat percentage (right)	23119_irnt	1313	915	628	433	306
23119_raw	maf_0.01	Arm fat percentage (right)	23119_raw	1303	899	611	427	289
23120_irnt	maf_0.01	Arm fat mass (right)	23120_irnt	1313	921	658	468	338
23120_raw	maf_0.01	Arm fat mass (right)	23120_raw	1228	821	569	393	285
23121_irnt	maf_0.01	Arm fat-free mass (right)	23121_irnt	1325	993	759	581	461
23121_raw	maf_0.01	Arm fat-free mass (right)	23121_raw	1314	972	732	566	434
23122_irnt	maf_0.01	Arm predicted mass (right)	23122_irnt	1323	1002	754	578	459
23122_raw	maf_0.01	Arm predicted mass (right)	23122_raw	1316	983	739	563	431
23123_irnt	maf_0.01	Arm fat percentage (left)	23123_irnt	1313	922	627	434	312
23123_raw	maf_0.01	Arm fat percentage (left)	23123_raw	1309	917	619	429	296
23124_irnt	maf_0.01	Arm fat mass (left)	23124_irnt	1308	926	664	468	340
23124_raw	maf_0.01	Arm fat mass (left)	23124_raw	1211	813	558	384	281
23125_irnt	maf_0.01	Arm fat-free mass (left)	23125_irnt	1307	976	755	590	459
23125_raw	maf_0.01	Arm fat-free mass (left)	23125_raw	1320	958	742	560	432
23126_irnt	maf_0.01	Arm predicted mass (left)	23126_irnt	1315	985	742	585	455
23126_raw	maf_0.01	Arm predicted mass (left)	23126_raw	1311	962	737	559	435
23127_irnt	maf_0.01	Trunk fat percentage	23127_irnt	1287	897	631	428	296
23127_raw	maf_0.01	Trunk fat percentage	23127_raw	1282	893	624	422	293
23128_irnt	maf_0.01	Trunk fat mass	23128_irnt	1326	950	662	471	356
23128_raw	maf_0.01	Trunk fat mass	23128_raw	1311	943	654	456	353
23129_irnt	maf_0.01	Trunk fat-free mass	23129_irnt	1315	1016	762	613	516
23129_raw	maf_0.01	Trunk fat-free mass	23129_raw	1335	1009	763	625	508
23130_irnt	maf_0.01	Trunk predicted mass	23130_irnt	1305	997	754	614	519
23130_raw	maf_0.01	Trunk predicted mass	23130_raw	1322	1012	761	620	508
2316	maf_0.01	Wheeze or whistling in the chest in last year	2316	603	199	89	48	27
2335	maf_0.01	Chest pain or discomfort	2335	400	96	22	2	0
2345	maf_0.01	Ever had bowel cancer screening	2345	315	45	3	1	0
2355	maf_0.01	Most recent bowel cancer screening	2355	230	43	4	1	0
2365	maf_0.01	Ever had prostate specific antigen (PSA) test	2365	255	49	12	4	3
2375	maf_0.01	Relative age of first facial hair	2375	588	261	158	93	65
2385	maf_0.01	Relative age voice broke	2385	393	115	50	36	20
2395_1	maf_0.01	Hair/balding pattern: Pattern 1	2395_1	682	370	247	201	165
2395_2	maf_0.01	Hair/balding pattern: Pattern 2	2395_2	366	119	72	53	39
2395_3	maf_0.01	Hair/balding pattern: Pattern 3	2395_3	343	112	65	46	37
2395_4	maf_0.01	Hair/balding pattern: Pattern 4	2395_4	644	350	236	185	157
24003_irnt	maf_0.01	Nitrogen dioxide air pollution; 2010	24003_irnt	313	50	9	2	0
24003_raw	maf_0.01	Nitrogen dioxide air pollution; 2010	24003_raw	312	55	8	4	2
24004_irnt	maf_0.01	Nitrogen oxides air pollution; 2010	24004_irnt	294	59	8	2	0
24004_raw	maf_0.01	Nitrogen oxides air pollution; 2010	24004_raw	299	54	12	0	0
24005_irnt	maf_0.01	Particulate matter air pollution (pm10); 2010	24005_irnt	231	32	3	1	0
24005_raw	maf_0.01	Particulate matter air pollution (pm10); 2010	24005_raw	231	27	2	0	0
24006_irnt	maf_0.01	Particulate matter air pollution (pm2.5); 2010	24006_irnt	269	45	2	0	0
24006_raw	maf_0.01	Particulate matter air pollution (pm2.5); 2010	24006_raw	261	38	4	0	0
24007_irnt	maf_0.01	Particulate matter air pollution (pm2.5) absorbance; 2010	24007_irnt	303	45	8	1	0
24007_raw	maf_0.01	Particulate matter air pollution (pm2.5) absorbance; 2010	24007_raw	319	52	5	1	0
24008_irnt	maf_0.01	Particulate matter air pollution 2.5-10um; 2010	24008_irnt	221	25	2	0	0
24008_raw	maf_0.01	Particulate matter air pollution 2.5-10um; 2010	24008_raw	212	27	2	0	0
24009	maf_0.01	Traffic intensity on the nearest road	24009	204	25	2	0	0
24010_irnt	maf_0.01	Inverse distance to the nearest road	24010_irnt	221	34	5	1	1
24010_raw	maf_0.01	Inverse distance to the nearest road	24010_raw	219	26	3	0	0
24011_irnt	maf_0.01	Traffic intensity on the nearest major road	24011_irnt	199	22	0	0	0
24011_raw	maf_0.01	Traffic intensity on the nearest major road	24011_raw	198	24	1	0	0
24012_irnt	maf_0.01	Inverse distance to the nearest major road	24012_irnt	231	34	4	1	0
24012_raw	maf_0.01	Inverse distance to the nearest major road	24012_raw	395	105	19	3	1
24013	maf_0.01	Total traffic load on major roads	24013	186	20	3	1	0
24014	maf_0.01	Close to major road	24014	180	20	2	1	1
24015	maf_0.01	Sum of road length of major roads within 100m	24015	183	27	2	0	0
24016_irnt	maf_0.01	Nitrogen dioxide air pollution; 2005	24016_irnt	378	67	13	2	1
24016_raw	maf_0.01	Nitrogen dioxide air pollution; 2005	24016_raw	400	82	18	2	1
24017_irnt	maf_0.01	Nitrogen dioxide air pollution; 2006	24017_irnt	375	61	13	3	1
24017_raw	maf_0.01	Nitrogen dioxide air pollution; 2006	24017_raw	401	73	17	2	1
24018_irnt	maf_0.01	Nitrogen dioxide air pollution; 2007	24018_irnt	394	86	14	3	1
24018_raw	maf_0.01	Nitrogen dioxide air pollution; 2007	24018_raw	453	102	23	3	1
24019_irnt	maf_0.01	Particulate matter air pollution (pm10); 2007	24019_irnt	591	127	29	6	0
24019_raw	maf_0.01	Particulate matter air pollution (pm10); 2007	24019_raw	584	130	30	8	2
24020_irnt	maf_0.01	Average daytime sound level of noise pollution	24020_irnt	199	27	4	0	0
24020_raw	maf_0.01	Average daytime sound level of noise pollution	24020_raw	188	25	6	1	0
24021_irnt	maf_0.01	Average evening sound level of noise pollution	24021_irnt	200	27	4	0	0
24021_raw	maf_0.01	Average evening sound level of noise pollution	24021_raw	188	25	6	1	0
24022_irnt	maf_0.01	Average night-time sound level of noise pollution	24022_irnt	200	27	4	0	0
24022_raw	maf_0.01	Average night-time sound level of noise pollution	24022_raw	188	25	6	1	0
24023_irnt	maf_0.01	Average 16-hour sound level of noise pollution	24023_irnt	201	27	4	0	0
24023_raw	maf_0.01	Average 16-hour sound level of noise pollution	24023_raw	188	25	6	1	0
24024_irnt	maf_0.01	Average 24-hour sound level of noise pollution	24024_irnt	202	27	4	0	0
24024_raw	maf_0.01	Average 24-hour sound level of noise pollution	24024_raw	188	25	6	1	0
2405	maf_0.01	Number of children fathered	2405	270	60	12	3	3
2415	maf_0.01	Had major operations	2415	251	33	7	2	1
2443	maf_0.01	Diabetes diagnosed by doctor	2443	530	191	104	67	51
2453	maf_0.01	Cancer diagnosed by doctor	2453	249	53	18	10	5
2463	maf_0.01	Fractured/broken bones in last 5 years	2463	300	60	22	10	6
2473	maf_0.01	Other serious medical condition/disability diagnosed by doctor	2473	364	71	16	5	5
2492	maf_0.01	Taking other prescription medications	2492	497	138	51	24	15
2624	maf_0.01	Frequency of heavy DIY in last 4 weeks	2624	241	35	7	0	0
2634	maf_0.01	Duration of heavy DIY	2634	291	37	5	0	0
2644	maf_0.01	Light smokers, at least 100 smokes in lifetime	2644	346	66	17	7	1
2654_2	maf_0.01	Non-butter spread type details: Flora Pro-Active or Benecol	2654_2	233	42	13	7	3
2654_4	maf_0.01	Non-butter spread type details: Soft (tub) margarine	2654_4	290	49	7	2	0
2654_5	maf_0.01	Non-butter spread type details: Hard (block) margarine	2654_5	126	24	2	0	0
2654_6	maf_0.01	Non-butter spread type details: Olive oil based spread (eg: Bertolli)	2654_6	232	24	0	0	0
2654_7	maf_0.01	Non-butter spread type details: Polyunsaturated/sunflower oil based spread (eg: Flora)	2654_7	226	32	2	0	0
2654_8	maf_0.01	Non-butter spread type details: Other low or reduced fat spread	2654_8	231	30	4	2	0
2654_9	maf_0.01	Non-butter spread type details: Other type of spread/margarine	2654_9	214	26	5	0	0
2664_1	maf_0.01	Reason for reducing amount of alcohol drunk: Illness or ill health	2664_1	223	28	4	2	0
2664_2	maf_0.01	Reason for reducing amount of alcohol drunk: Doctor's advice	2664_2	229	36	4	1	0
2664_3	maf_0.01	Reason for reducing amount of alcohol drunk: Health precaution	2664_3	269	48	21	4	1
2664_4	maf_0.01	Reason for reducing amount of alcohol drunk: Financial reasons	2664_4	229	33	6	0	0
2664_5	maf_0.01	Reason for reducing amount of alcohol drunk: Other reason	2664_5	280	38	9	4	1
2674	maf_0.01	Ever had breast cancer screening / mammogram	2674	223	29	4	0	0
2684	maf_0.01	Years since last breast cancer screening / mammogram	2684	202	18	2	0	0
2694	maf_0.01	Ever had cervical smear test	2694	221	26	2	1	0
2704	maf_0.01	Years since last cervical smear test	2704	227	25	2	1	1
2714	maf_0.01	Age when periods started (menarche)	2714	815	410	257	176	126
2724	maf_0.01	Had menopause	2724	318	89	46	35	27
2734	maf_0.01	Number of live births	2734	264	69	21	11	8
2744	maf_0.01	Birth weight of first child	2744	537	187	98	65	41
2754_irnt	maf_0.01	Age at first live birth	2754_irnt	644	235	92	30	14
2754_raw	maf_0.01	Age at first live birth	2754_raw	644	235	87	29	15
2764_irnt	maf_0.01	Age at last live birth	2764_irnt	418	89	23	11	3
2764_raw	maf_0.01	Age at last live birth	2764_raw	427	91	20	8	4
2774	maf_0.01	Ever had stillbirth, spontaneous miscarriage or termination	2774	199	29	1	0	0
2784	maf_0.01	Ever taken oral contraceptive pill	2784	254	42	9	1	0
2794_irnt	maf_0.01	Age started oral contraceptive pill	2794_irnt	348	65	18	9	3
2794_raw	maf_0.01	Age started oral contraceptive pill	2794_raw	284	50	13	1	1
2814	maf_0.01	Ever used hormone-replacement therapy (HRT)	2814	366	70	17	9	6
2834	maf_0.01	Bilateral oophorectomy (both ovaries removed)	2834	282	60	11	6	5
2844	maf_0.01	Had other major operations	2844	277	62	9	2	1
2867_irnt	maf_0.01	Age started smoking in former smokers	2867_irnt	303	59	6	0	0
2867_raw	maf_0.01	Age started smoking in former smokers	2867_raw	268	35	5	1	0
2877_1	maf_0.01	Type of tobacco previously smoked: Manufactured cigarettes	2877_1	211	37	7	2	0
2877_2	maf_0.01	Type of tobacco previously smoked: Hand-rolled cigarettes	2877_2	218	28	6	2	0
2877_3	maf_0.01	Type of tobacco previously smoked: Cigars or pipes	2877_3	211	29	1	0	0
2887	maf_0.01	Number of cigarettes previously smoked daily	2887	314	64	12	7	5
2907	maf_0.01	Ever stopped smoking for 6+ months	2907	212	23	3	2	0
2926	maf_0.01	Number of unsuccessful stop-smoking attempts	2926	253	51	11	5	1
2936	maf_0.01	Likelihood of resuming smoking	2936	241	27	2	0	0
2956	maf_0.01	General pain for 3+ months	2956	220	43	5	2	0
2966_irnt	maf_0.01	Age high blood pressure diagnosed	2966_irnt	275	58	20	9	5
2966_raw	maf_0.01	Age high blood pressure diagnosed	2966_raw	269	58	20	7	6
2976_irnt	maf_0.01	Age diabetes diagnosed	2976_irnt	223	39	13	8	6
2976_raw	maf_0.01	Age diabetes diagnosed	2976_raw	250	39	13	8	8
2986	maf_0.01	Started insulin within one year diagnosis of diabetes	2986	230	45	21	12	11
30000_irnt	maf_0.01	White blood cell (leukocyte) count	30000_irnt	1029	722	535	428	359
30000_raw	maf_0.01	White blood cell (leukocyte) count	30000_raw	904	575	402	301	253
30010_irnt	maf_0.01	Red blood cell (erythrocyte) count	30010_irnt	1074	727	550	441	377
30010_raw	maf_0.01	Red blood cell (erythrocyte) count	30010_raw	1055	718	537	439	368
30020_irnt	maf_0.01	Haemoglobin concentration	30020_irnt	994	636	473	366	290
30020_raw	maf_0.01	Haemoglobin concentration	30020_raw	966	622	462	353	277
30030_irnt	maf_0.01	Haematocrit percentage	30030_irnt	980	641	468	341	269
30030_raw	maf_0.01	Haematocrit percentage	30030_raw	960	625	457	330	268
30040_irnt	maf_0.01	Mean corpuscular volume	30040_irnt	955	664	528	430	358
30040_raw	maf_0.01	Mean corpuscular volume	30040_raw	924	629	494	398	340
3005	maf_0.01	Fracture resulting from simple fall	3005	202	17	1	0	0
30050_irnt	maf_0.01	Mean corpuscular haemoglobin	30050_irnt	893	618	483	406	349
30050_raw	maf_0.01	Mean corpuscular haemoglobin	30050_raw	815	530	410	339	295
30060_irnt	maf_0.01	Mean corpuscular haemoglobin concentration	30060_irnt	494	227	142	108	92
30060_raw	maf_0.01	Mean corpuscular haemoglobin concentration	30060_raw	438	180	124	82	65
30070_irnt	maf_0.01	Red blood cell (erythrocyte) distribution width	30070_irnt	887	591	450	372	329
30070_raw	maf_0.01	Red blood cell (erythrocyte) distribution width	30070_raw	730	435	317	256	225
30080_irnt	maf_0.01	Platelet count	30080_irnt	1032	774	632	538	457
30080_raw	maf_0.01	Platelet count	30080_raw	1017	743	601	504	437
30090_irnt	maf_0.01	Platelet crit	30090_irnt	1016	743	606	499	424
30090_raw	maf_0.01	Platelet crit	30090_raw	998	715	573	467	396
30100_irnt	maf_0.01	Mean platelet (thrombocyte) volume	30100_irnt	946	671	551	485	421
30100_raw	maf_0.01	Mean platelet (thrombocyte) volume	30100_raw	915	655	537	473	420
30110_irnt	maf_0.01	Platelet distribution width	30110_irnt	898	627	508	415	359
30110_raw	maf_0.01	Platelet distribution width	30110_raw	885	605	492	399	344
30120_irnt	maf_0.01	Lymphocyte count	30120_irnt	1000	694	526	421	350
30120_raw	maf_0.01	Lymphocyte count	30120_raw	762	353	183	127	91
30130_irnt	maf_0.01	Monocyte count	30130_irnt	933	651	496	406	341
30130_raw	maf_0.01	Monocyte count	30130_raw	812	466	316	248	196
30140_irnt	maf_0.01	Neutrophill count	30140_irnt	943	621	454	357	294
30140_raw	maf_0.01	Neutrophill count	30140_raw	911	580	420	322	278
30150	maf_0.01	Eosinophill count	30150	880	560	430	344	292
30160	maf_0.01	Basophill count	30160	520	166	77	51	35
30170	maf_0.01	Nucleated red blood cell count	30170	223	31	6	2	2
30180_irnt	maf_0.01	Lymphocyte percentage	30180_irnt	908	612	456	375	305
30180_raw	maf_0.01	Lymphocyte percentage	30180_raw	884	600	450	365	294
30190_irnt	maf_0.01	Monocyte percentage	30190_irnt	838	565	459	365	309
30190_raw	maf_0.01	Monocyte percentage	30190_raw	678	425	293	238	189
30200_irnt	maf_0.01	Neutrophill percentage	30200_irnt	886	580	435	340	267
30200_raw	maf_0.01	Neutrophill percentage	30200_raw	866	557	407	320	253
30210_irnt	maf_0.01	Eosinophill percentage	30210_irnt	887	616	481	391	335
30210_raw	maf_0.01	Eosinophill percentage	30210_raw	814	527	397	318	277
30220_irnt	maf_0.01	Basophill percentage	30220_irnt	495	227	151	126	103
30220_raw	maf_0.01	Basophill percentage	30220_raw	441	175	113	86	61
30230	maf_0.01	Nucleated red blood cell percentage	30230	224	34	8	2	2
30240_irnt	maf_0.01	Reticulocyte percentage	30240_irnt	996	628	459	338	287
30240_raw	maf_0.01	Reticulocyte percentage	30240_raw	685	305	169	120	91
30250_irnt	maf_0.01	Reticulocyte count	30250_irnt	1033	654	473	347	276
30250_raw	maf_0.01	Reticulocyte count	30250_raw	695	317	187	131	104
30260_irnt	maf_0.01	Mean reticulocyte volume	30260_irnt	846	591	452	386	337
30260_raw	maf_0.01	Mean reticulocyte volume	30260_raw	825	566	434	371	320
30270_irnt	maf_0.01	Mean sphered cell volume	30270_irnt	924	618	479	385	327
30270_raw	maf_0.01	Mean sphered cell volume	30270_raw	920	611	475	373	317
30280_irnt	maf_0.01	Immature reticulocyte fraction	30280_irnt	843	480	341	263	226
30280_raw	maf_0.01	Immature reticulocyte fraction	30280_raw	842	470	330	257	223
30290_irnt	maf_0.01	High light scatter reticulocyte percentage	30290_irnt	1040	665	469	367	298
30290_raw	maf_0.01	High light scatter reticulocyte percentage	30290_raw	1258	834	531	340	228
30300_irnt	maf_0.01	High light scatter reticulocyte count	30300_irnt	1046	692	480	354	303
30300_raw	maf_0.01	High light scatter reticulocyte count	30300_raw	923	551	371	279	219
30500_irnt	maf_0.01	Microalbumin in urine	30500_irnt	246	47	9	4	3
30500_raw	maf_0.01	Microalbumin in urine	30500_raw	382	83	22	5	1
30510_irnt	maf_0.01	Creatinine (enzymatic) in urine	30510_irnt	605	226	92	44	19
30510_raw	maf_0.01	Creatinine (enzymatic) in urine	30510_raw	546	189	75	32	15
30520_irnt	maf_0.01	Potassium in urine	30520_irnt	441	124	46	18	14
30520_raw	maf_0.01	Potassium in urine	30520_raw	435	120	43	18	16
30530_irnt	maf_0.01	Sodium in urine	30530_irnt	684	251	96	48	32
30530_raw	maf_0.01	Sodium in urine	30530_raw	661	241	99	53	32
30600_irnt	maf_0.01	Albumin (quantile)	30600_irnt	862	509	341	263	206
30600_raw	maf_0.01	Albumin (g/L)	30600_raw	854	505	338	259	203
30610_irnt	maf_0.01	Alkaline phosphatase (quantile)	30610_irnt	942	622	460	371	303
30610_raw	maf_0.01	Alkaline phosphatase (U/L)	30610_raw	827	499	346	275	226
3062_irnt	maf_0.01	Forced vital capacity (FVC)	3062_irnt	1190	802	558	400	304
3062_raw	maf_0.01	Forced vital capacity (FVC)	3062_raw	1133	747	504	362	277
30620_irnt	maf_0.01	Alanine aminotransferase (quantile)	30620_irnt	863	507	356	272	209
30620_raw	maf_0.01	Alanine aminotransferase (U/L)	30620_raw	660	349	215	160	118
3063_irnt	maf_0.01	Forced expiratory volume in 1-second (FEV1)	3063_irnt	1130	725	484	349	271
3063_raw	maf_0.01	Forced expiratory volume in 1-second (FEV1)	3063_raw	1095	727	496	356	270
30630_irnt	maf_0.01	Apoliprotein A (quantile)	30630_irnt	918	533	351	277	228
30630_raw	maf_0.01	Apoliprotein A (g/L)	30630_raw	908	522	343	273	227
3064_irnt	maf_0.01	Peak expiratory flow (PEF)	3064_irnt	801	418	250	161	112
3064_raw	maf_0.01	Peak expiratory flow (PEF)	3064_raw	819	434	264	167	116
30640_irnt	maf_0.01	Apoliprotein B (quantile)	30640_irnt	637	345	233	186	146
30640_raw	maf_0.01	Apoliprotein B (g/L)	30640_raw	638	355	239	187	149
30650_irnt	maf_0.01	Aspartate aminotransferase (quantile)	30650_irnt	862	535	377	305	250
30650_raw	maf_0.01	Aspartate aminotransferase (U/L)	30650_raw	569	265	161	113	87
30660_irnt	maf_0.01	Direct bilirubin (quantile)	30660_irnt	510	211	123	87	70
30660_raw	maf_0.01	Direct bilirubin (umol/L)	30660_raw	429	158	81	55	39
30670_irnt	maf_0.01	Urea (quantile)	30670_irnt	806	452	300	211	165
30670_raw	maf_0.01	Urea (mmol/L)	30670_raw	729	391	235	181	150
30680_irnt	maf_0.01	Calcium (quantile)	30680_irnt	784	461	314	237	197
30680_raw	maf_0.01	Calcium (mmol/L)	30680_raw	754	439	296	230	189
30690_irnt	maf_0.01	Cholesterol (quantile)	30690_irnt	694	388	254	187	164
30690_raw	maf_0.01	Cholesterol (mmol/L)	30690_raw	698	392	255	196	165
30700_irnt	maf_0.01	Creatinine (quantile)	30700_irnt	1062	723	549	435	365
30700_raw	maf_0.01	Creatinine (umol/L)	30700_raw	853	487	323	231	187
30710_irnt	maf_0.01	C-reactive protein (quantile)	30710_irnt	964	558	368	248	201
30710_raw	maf_0.01	C-reactive protein (mg/L)	30710_raw	512	188	92	57	39
30720_irnt	maf_0.01	Cystatin C (quantile)	30720_irnt	1150	777	538	413	323
30720_raw	maf_0.01	Cystatin C (mg/L)	30720_raw	947	557	365	245	194
30730_irnt	maf_0.01	Gamma glutamyltransferase (quantile)	30730_irnt	986	640	455	346	287
30730_raw	maf_0.01	Gamma glutamyltransferase (U/L)	30730_raw	638	320	197	149	118
30740_irnt	maf_0.01	Glucose (quantile)	30740_irnt	566	257	163	118	94
